FID,time_period,time_format,granularity,geocode,label,geom,pact_m,pact_t,pact_f,pocu_t,pocu_m,pocu_f,psal_t,psal_m,psal_f,psel_t,ppar_t
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d45,2024,P1Y,GRID_250,250mN105100E171650,250mN105100E171650,"MULTIPOLYGON (((28.40084847227848 -16.57837093163609, 28.40300848166928 -16.57905384411256, 28.403774192488346 -16.576631610914134, 28.401614161038562 -16.57594874695328, 28.40084847227848 -16.57837093163609)))",45,95,50,82,40,42,60,25,35,23,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d46,2024,P1Y,GRID_250,250mN105100E171700,250mN105100E171700,"MULTIPOLYGON (((28.405271915664454 -16.57189302858908, 28.40530541060656 -16.571787046225992, 28.403145335042808 -16.571104279308894, 28.402379781960462 -16.573526529510467, 28.403838036042774 -16.573987495390043, 28.404126093203324 -16.572755724482306, 28.404178873481964 -16.572667959830532, 28.404311165863913 -16.572522108510956, 28.404772261643426 -16.572090165156933, 28.404835789343057 -16.572034526333592, 28.40491982693752 -16.57199562338466, 28.405271915664454 -16.57189302858908)))",5,11,6,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d47,2024,P1Y,GRID_250,250mN105100E171750,250mN105100E171750,"MULTIPOLYGON (((28.40391082028423 -16.568681996349774, 28.40607091790295 -16.569364714738736, 28.406836357355672 -16.566942350491015, 28.404676237683326 -16.56625968063435, 28.40391082028423 -16.568681996349774)))",25,52,26,46,23,23,21,11,11,25,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d48,2024,P1Y,GRID_250,250mN105100E171775,250mN105100E171775,"MULTIPOLYGON (((28.404676237683326 -16.56625968063435, 28.406836357355672 -16.566942350491015, 28.407601728963364 -16.564519953484044, 28.40544158723873 -16.56383733216386, 28.404676237683326 -16.56625968063435)))",23,44,21,39,22,17,26,15,12,13,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d49,2024,P1Y,GRID_250,250mN105100E171800,250mN105100E171800,"MULTIPOLYGON (((28.40544158723873 -16.56383733216386, 28.407601728963364 -16.564519953484044, 28.408367032724666 -16.562097523719054, 28.40620686894906 -16.561414950939522, 28.40544158723873 -16.56383733216386)))",9,18,9,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4a,2024,P1Y,GRID_250,250mN105100E171850,250mN105100E171850,"MULTIPOLYGON (((28.406972082812956 -16.558992536962574, 28.40913226863817 -16.55967506119729, 28.40989743670251 -16.557252565919967, 28.407737228829035 -16.556570090234253, 28.406972082812956 -16.558992536962574)))",33,67,34,54,28,26,45,23,22,9,14
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4b,2024,P1Y,GRID_250,250mN105100E171900,250mN105100E171900,"MULTIPOLYGON (((28.408502306995903 -16.554147610755788, 28.410662536916327 -16.554830037888337, 28.411427569278217 -16.55240747710363, 28.40926731731221 -16.551725098528408, 28.408502306995903 -16.554147610755788)))",174,331,157,266,149,117,228,126,102,38,66
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4c,2024,P1Y,GRID_250,250mN105100E171925,250mN105100E171925,"MULTIPOLYGON (((28.40926731731221 -16.551725098528408, 28.411427569278217 -16.55240747710363, 28.412192533786815 -16.549984883567074, 28.410032259776553 -16.549302553553357, 28.40926731731221 -16.551725098528408)))",104,186,83,153,87,66,125,71,55,28,33
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4d,2024,P1Y,GRID_250,250mN105100E171950,250mN105100E171950,"MULTIPOLYGON (((28.410032259776553 -16.549302553553357, 28.412192533786815 -16.549984883567074, 28.41295743044075 -16.547562257279907, 28.41079713438756 -16.546879975831867, 28.410032259776553 -16.549302553553357)))",7,11,4,10,6,4,5,,,5,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4e,2024,P1Y,GRID_250,250mN105100E171975,250mN105100E171975,"MULTIPOLYGON (((28.41079713438756 -16.546879975831867, 28.41295743044075 -16.547562257279907, 28.41372225923863 -16.54513959824336, 28.411561941143873 -16.544457365365176, 28.41079713438756 -16.546879975831867)))",34,74,41,54,26,28,45,22,23,8,21
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d4f,2024,P1Y,GRID_250,250mN105100E172000,250mN105100E172000,"MULTIPOLYGON (((28.411561941143873 -16.544457365365176, 28.41372225923863 -16.54513959824336, 28.414487020179088 -16.542716906458676, 28.4123266800441 -16.542034722154522, 28.411561941143873 -16.544457365365176)))",62,110,48,96,57,39,77,47,30,19,14
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d50,2024,P1Y,GRID_250,250mN105100E172025,250mN105100E172025,"MULTIPOLYGON (((28.4123266800441 -16.542034722154522, 28.414487020179088 -16.542716906458676, 28.415251713260748 -16.54029418192709, 28.41309135108687 -16.539612046201125, 28.4123266800441 -16.542034722154522)))",43,88,45,78,38,40,53,24,29,25,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d51,2024,P1Y,GRID_250,250mN105100E172050,250mN105100E172050,"MULTIPOLYGON (((28.41309135108687 -16.539612046201125, 28.415251713260748 -16.54029418192709, 28.41601633848221 -16.537871424649836, 28.413855954270783 -16.537189337506238, 28.41309135108687 -16.539612046201125)))",25,55,30,47,24,24,34,14,20,13,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d52,2024,P1Y,GRID_250,250mN105100E172075,250mN105100E172075,"MULTIPOLYGON (((28.413855954270783 -16.537189337506238, 28.41601633848221 -16.537871424649836, 28.41678089584212 -16.535448634628157, 28.4146204895945 -16.534766596071087, 28.413855954270783 -16.537189337506238)))",42,80,38,68,37,31,53,28,25,14,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d53,2024,P1Y,GRID_250,250mN105100E172100,250mN105100E172100,"MULTIPOLYGON (((28.41698246188243 -16.534809847274357, 28.416809302953464 -16.53395461927535, 28.416672431366862 -16.533370057751203, 28.41663135586832 -16.533167559210202, 28.416647950122925 -16.53306680918699, 28.416778368996404 -16.53278368154036, 28.415384957056617 -16.53234382189692, 28.4146204895945 -16.534766596071087, 28.41678089584212 -16.535448634628157, 28.41698246188243 -16.534809847274357)))",39,71,32,61,35,26,32,19,13,29,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d54,2024,P1Y,GRID_250,250mN105100E172125,250mN105100E172125,"MULTIPOLYGON (((28.417926822542515 -16.530482065883184, 28.416149356655755 -16.52992101498496, 28.415384957056617 -16.53234382189692, 28.416778368996404 -16.53278368154036, 28.416894259795015 -16.53253209140914, 28.417084333725466 -16.532172965685383, 28.417705757609312 -16.531479431143683, 28.417926822542515 -16.530482065883184)))",5,10,5,10,5,5,6,,,4,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d55,2024,P1Y,GRID_250,250mN105100E172450,250mN105100E172450,"MULTIPOLYGON (((28.425316858032815 -16.500844778945588, 28.4274775726464 -16.50152613685326, 28.428241111917735 -16.499102855813877, 28.42608037528809 -16.49842154655529, 28.425316858032815 -16.500844778945588)))",7,12,5,12,7,5,7,3,4,5,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d56,2024,P1Y,GRID_250,250mN105100E172475,250mN105100E172475,"MULTIPOLYGON (((28.42608037528809 -16.49842154655529, 28.428241111917735 -16.499102855813877, 28.429004583305478 -16.49667954204992, 28.426843824661113 -16.495998281444567, 28.42608037528809 -16.49842154655529)))",22,33,12,26,17,9,14,10,4,12,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d57,2024,P1Y,GRID_250,250mN105100E172500,250mN105100E172500,"MULTIPOLYGON (((28.426843824661113 -16.495998281444567, 28.429004583305478 -16.49667954204992, 28.429767986808255 -16.49425619556262, 28.42760720615052 -16.4935749836147, 28.426843824661113 -16.495998281444567)))",79,171,92,152,70,82,117,53,64,35,20
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d58,2024,P1Y,GRID_250,250mN105100E172525,250mN105100E172525,"MULTIPOLYGON (((28.42760720615052 -16.4935749836147, 28.429767986808255 -16.49425619556262, 28.43053132242469 -16.49183281635325, 28.428370519754942 -16.491151653066918, 28.42760720615052 -16.4935749836147)))",42,90,49,84,39,45,68,31,37,16,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d59,2024,P1Y,GRID_250,250mN105100E172550,250mN105100E172550,"MULTIPOLYGON (((28.428370519754942 -16.491151653066918, 28.43053132242469 -16.49183281635325, 28.43129459015343 -16.489409404423018, 28.429133765472976 -16.48872828980246, 28.428370519754942 -16.491151653066918)))",25,58,33,55,22,32,36,11,25,19,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5a,2024,P1Y,GRID_250,250mN105100E172650,250mN105100E172650,"MULTIPOLYGON (((28.431423095295077 -16.4814580037215, 28.433583985999523 -16.482138972319756, 28.434346982163614 -16.47971542951862, 28.432186069453866 -16.479034509602805, 28.431423095295077 -16.4814580037215)))",25,62,37,55,23,32,50,21,29,5,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5b,2024,P1Y,GRID_250,250mN105100E172675,250mN105100E172675,"MULTIPOLYGON (((28.432186069453866 -16.479034509602805, 28.434346982163614 -16.47971542951862, 28.435109910433102 -16.47729185400287, 28.4329489757194 -16.476610982773668, 28.432186069453866 -16.479034509602805)))",49,99,50,84,42,42,76,38,38,8,16
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5c,2024,P1Y,GRID_250,250mN105100E172700,250mN105100E172700,"MULTIPOLYGON (((28.4329489757194 -16.476610982773668, 28.435109910433102 -16.47729185400287, 28.43587277080661 -16.474868245773777, 28.433711814090312 -16.474187423235342, 28.4329489757194 -16.476610982773668)))",45,85,41,70,38,32,59,31,28,11,15
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5d,2024,P1Y,GRID_250,250mN105100E172725,250mN105100E172725,"MULTIPOLYGON (((28.433711814090312 -16.474187423235342, 28.43587277080661 -16.474868245773777, 28.436635563282785 -16.472444604832557, 28.434474584565187 -16.471763830989072, 28.433711814090312 -16.474187423235342)))",51,103,52,82,42,41,74,37,37,8,21
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5e,2024,P1Y,GRID_250,250mN105100E172750,250mN105100E172750,"MULTIPOLYGON (((28.434474584565187 -16.471763830989072, 28.436635563282785 -16.472444604832557, 28.437398287860212 -16.47002093118049, 28.435237287142712 -16.4693402060361, 28.434474584565187 -16.471763830989072)))",86,172,86,145,74,71,124,63,61,21,27
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d5f,2024,P1Y,GRID_250,250mN105100E172775,250mN105100E172775,"MULTIPOLYGON (((28.435237287142712 -16.4693402060361, 28.437398287860212 -16.47002093118049, 28.438160944537533 -16.46759722481879, 28.435999921821452 -16.466916548377686, 28.435237287142712 -16.4693402060361)))",38,85,47,78,36,42,68,32,37,10,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d60,2024,P1Y,GRID_250,250mN105100E172800,250mN105100E172800,"MULTIPOLYGON (((28.435999921821452 -16.466916548377686, 28.438160944537533 -16.46759722481879, 28.438923533313382 -16.465173485748732, 28.43676248860008 -16.46449285801508, 28.435999921821452 -16.466916548377686)))",27,49,22,34,21,14,30,17,13,5,15
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d61,2024,P1Y,GRID_250,250mN105100E172825,250mN105100E172825,"MULTIPOLYGON (((28.43676248860008 -16.46449285801508, 28.438923533313382 -16.465173485748732, 28.439686054186375 -16.462749713971558, 28.437524987477175 -16.462069134949527, 28.43676248860008 -16.46449285801508)))",49,95,46,77,44,33,64,35,29,13,18
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d62,2024,P1Y,GRID_250,250mN105100E172850,250mN105100E172850,"MULTIPOLYGON (((28.437524987477175 -16.462069134949527, 28.439686054186375 -16.462749713971558, 28.440448507155104 -16.460325909488528, 28.4382874184514 -16.459645379182273, 28.437524987477175 -16.462069134949527)))",43,85,42,78,41,37,63,32,30,15,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d63,2024,P1Y,GRID_250,250mN105100E172875,250mN105100E172875,"MULTIPOLYGON (((28.4382874184514 -16.459645379182273, 28.440448507155104 -16.460325909488528, 28.441210892218248 -16.45790207230087, 28.43904978152136 -16.45722159071456, 28.4382874184514 -16.459645379182273)))",20,35,16,27,16,11,24,14,10,3,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d64,2024,P1Y,GRID_250,250mN105100E172900,250mN105100E172900,"MULTIPOLYGON (((28.43904978152136 -16.45722159071456, 28.441210892218248 -16.45790207230087, 28.441973209374403 -16.455478202409857, 28.439812076685666 -16.45479776954767, 28.43904978152136 -16.45722159071456)))",40,72,32,66,37,29,59,33,26,7,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d65,2024,P1Y,GRID_250,250mN105100E172925,250mN105100E172925,"MULTIPOLYGON (((28.439812076685666 -16.45479776954767, 28.441973209374403 -16.455478202409857, 28.442735458622188 -16.45305429981673, 28.440574303942952 -16.452373915682838, 28.439812076685666 -16.45479776954767)))",23,39,16,35,22,13,28,18,10,7,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d66,2024,P1Y,GRID_250,250mN105100E173150,250mN105100E173150,"MULTIPOLYGON (((28.44666967718362 -16.43298190778859, 28.44883100773825 -16.433661901946174, 28.44959264574883 -16.431237705090467, 28.447431293215864 -16.430557759698665, 28.44666967718362 -16.43298190778859)))",12,22,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d67,2024,P1Y,GRID_250,250mN105100E173175,250mN105100E173175,"MULTIPOLYGON (((28.447431293215864 -16.430557759698665, 28.44959264574883 -16.431237705090467, 28.450354215837283 -16.428813475545198, 28.44819284132731 -16.428133578923347, 28.447431293215864 -16.430557759698665)))",38,70,32,59,35,24,51,29,21,9,11
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d68,2024,P1Y,GRID_250,250mN105100E173200,250mN105100E173200,"MULTIPOLYGON (((28.44819284132731 -16.428133578923347, 28.450354215837283 -16.428813475545198, 28.451115718002253 -16.426389213311616, 28.448954321516617 -16.425709365463895, 28.44819284132731 -16.428133578923347)))",14,25,11,17,10,7,17,10,7,0,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d69,2024,P1Y,GRID_250,250mN105100E173250,250mN105100E173250,"MULTIPOLYGON (((28.449715733782394 -16.42328511932155, 28.451877152242325 -16.423964918390975, 28.452638518556157 -16.421540590784552, 28.450477078123264 -16.42086084049757, 28.449715733782394 -16.42328511932155)))",8,11,3,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6a,2024,P1Y,GRID_250,250mN105100E173300,250mN105100E173300,"MULTIPOLYGON (((28.451238354537853 -16.41843652899323, 28.45339981694236 -16.41911623049357, 28.45416104739956 -16.416691837519327, 28.4519995630248 -16.416012184809762, 28.451238354537853 -16.41843652899323)))",21,41,21,33,18,15,30,15,15,3,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6b,2024,P1Y,GRID_250,250mN105100E173500,250mN105100E173500,"MULTIPOLYGON (((28.457326120343485 -16.399040860616147, 28.45948775847221 -16.399720171673575, 28.460248445447817 -16.39729551727845, 28.458086785359654 -16.396616255045128, 28.457326120343485 -16.399040860616147)))",10,13,4,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6c,2024,P1Y,GRID_250,250mN105100E173525,250mN105100E173525,"MULTIPOLYGON (((28.458086785359654 -16.396616255045128, 28.460248445447817 -16.39729551727845, 28.461009064482067 -16.39487083021139, 28.45884738243581 -16.394191616806342, 28.458086785359654 -16.396616255045128)))",4,12,7,7,3,4,7,3,4,0,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6d,2024,P1Y,GRID_250,250mN105100E173550,250mN105100E173550,"MULTIPOLYGON (((28.45884738243581 -16.394191616806342, 28.461009064482067 -16.39487083021139, 28.46176961557354 -16.39244611047365, 28.45960791157055 -16.39176694590105, 28.45884738243581 -16.394191616806342)))",11,18,7,13,8,5,10,7,3,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6e,2024,P1Y,GRID_250,250mN105100E173575,250mN105100E173575,"MULTIPOLYGON (((28.45960791157055 -16.39176694590105, 28.46176961557354 -16.39244611047365, 28.462530098720883 -16.390021358066512, 28.460368372762495 -16.389342242330518, 28.45960791157055 -16.39176694590105)))",21,33,12,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d6f,2024,P1Y,GRID_250,250mN105100E173600,250mN105100E173600,"MULTIPOLYGON (((28.460368372762495 -16.389342242330518, 28.462530098720883 -16.390021358066512, 28.463290513922715 -16.38759657299122, 28.461128766010283 -16.386917506095994, 28.460368372762495 -16.389342242330518)))",18,35,17,29,16,13,26,14,12,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d70,2024,P1Y,GRID_250,250mN105100E173625,250mN105100E173625,"MULTIPOLYGON (((28.461128766010283 -16.386917506095994, 28.463290513922715 -16.38759657299122, 28.46405086117764 -16.38517175524906, 28.46188909131254 -16.384492737198762, 28.461128766010283 -16.386917506095994)))",12,29,16,23,12,11,17,8,9,7,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d71,2024,P1Y,GRID_250,250mN105100E173700,250mN105100E173700,"MULTIPOLYGON (((28.46340953807492 -16.379643101421212, 28.465571351841344 -16.380322021769143, 28.466331495247367 -16.377897106033924, 28.46416965953231 -16.377218234543427, 28.46340953807492 -16.379643101421212)))",8,11,4,11,8,3,11,8,3,0,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d72,2024,P1Y,GRID_250,250mN105100E173725,250mN105100E173725,"MULTIPOLYGON (((28.46416965953231 -16.377218234543427, 28.466331495247367 -16.377897106033924, 28.467091570700976 -16.375472157636892, 28.464929713038668 -16.37479333500798, 28.46416965953231 -16.377218234543427)))",21,32,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d73,2024,P1Y,GRID_250,250mN105100E173775,250mN105100E173775,"MULTIPOLYGON (((28.465689698592602 -16.372368402816143, 28.467851578200843 -16.373047176579295, 28.468611517745554 -16.370622162862418, 28.466449616192754 -16.36994343796919, 28.465689698592602 -16.372368402816143)))",9,22,13,18,8,11,15,6,10,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d74,2024,P1Y,GRID_250,250mN105100E173950,250mN105100E173950,"MULTIPOLYGON (((28.47100769468709 -16.35539296320085, 28.473169727878844 -16.356071394787122, 28.47392919169906 -16.353646152490736, 28.471767136572215 -16.352967769803527, 28.47100769468709 -16.35539296320085)))",5,12,7,10,4,6,7,,,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d75,2024,P1Y,GRID_250,250mN105100E174200,250mN105100E174200,"MULTIPOLYGON (((28.47859905495786 -16.331139560356387, 28.48076130743945 -16.331817502764675, 28.481520091536336 -16.329391934034145, 28.47935781713323 -16.32871404056655, 28.47859905495786 -16.331139560356387)))",16,36,20,31,13,18,31,13,18,0,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d76,2024,P1Y,GRID_250,250mN105100E174225,250mN105100E174225,"MULTIPOLYGON (((28.47935781713323 -16.32871404056655, 28.481520091536336 -16.329391934034145, 28.482278807653323 -16.32696633266722, 28.480116511330053 -16.326288488144463, 28.47935781713323 -16.32871404056655)))",74,157,82,129,61,68,115,49,66,15,28
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d77,2024,P1Y,GRID_250,250mN105100E174250,250mN105100E174250,"MULTIPOLYGON (((28.480116511330053 -16.326288488144463, 28.482278807653323 -16.32696633266722, 28.48303745578905 -16.324540698665135, 28.480875137546985 -16.323862903091403, 28.480116511330053 -16.326288488144463)))",142,269,127,247,128,119,216,109,107,30,22
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d78,2024,P1Y,GRID_250,250mN105100E174275,250mN105100E174275,"MULTIPOLYGON (((28.480875137546985 -16.323862903091403, 28.48303745578905 -16.324540698665135, 28.483796035942127 -16.3221150320292, 28.481633695782595 -16.321437285408642, 28.480875137546985 -16.323862903091403)))",91,177,86,155,77,78,131,61,71,24,22
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d79,2024,P1Y,GRID_250,250mN105100E174300,250mN105100E174300,"MULTIPOLYGON (((28.481633695782595 -16.321437285408642, 28.483796035942127 -16.3221150320292, 28.484554548111188 -16.319689332760667, 28.48239218603557 -16.319011635097457, 28.481633695782595 -16.321437285408642)))",74,141,67,113,60,53,102,50,52,11,29
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7a,2024,P1Y,GRID_250,250mN105100E174325,250mN105100E174325,"MULTIPOLYGON (((28.48239218603557 -16.319011635097457, 28.484554548111188 -16.319689332760667, 28.48531299229487 -16.317263600860837, 28.483150608304495 -16.316585952159127, 28.48239218603557 -16.319011635097457)))",257,514,257,414,207,208,376,184,192,39,100
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7b,2024,P1Y,GRID_250,250mN105100E174350,250mN105100E174350,"MULTIPOLYGON (((28.483150608304495 -16.316585952159127, 28.48531299229487 -16.317263600860837, 28.486071368491753 -16.314837836330973, 28.48390896258801 -16.314160236594923, 28.483150608304495 -16.316585952159127)))",517,1054,537,909,451,458,791,379,412,118,145
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7c,2024,P1Y,GRID_250,250mN105100E174375,250mN105100E174375,"MULTIPOLYGON (((28.48390896258801 -16.314160236594923, 28.486071368491753 -16.314837836330973, 28.4868296767005 -16.312412039172347, 28.48466724888474 -16.311734488406127, 28.48390896258801 -16.314160236594923)))",121,252,131,213,111,103,190,96,94,23,39
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7d,2024,P1Y,GRID_250,250mN105100E174400,250mN105100E174400,"MULTIPOLYGON (((28.48466724888474 -16.311734488406127, 28.4868296767005 -16.312412039172347, 28.487587916919754 -16.309986209386246, 28.485425467193313 -16.309308707594017, 28.48466724888474 -16.311734488406127)))",17,26,9,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7e,2024,P1Y,GRID_250,250mN105100E174425,250mN105100E174425,"MULTIPOLYGON (((28.485425467193313 -16.309308707594017, 28.487587916919754 -16.309986209386246, 28.48834608914807 -16.30756034697395, 28.486183617512342 -16.30688289415986, 28.485425467193313 -16.309308707594017)))",10,20,10,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d7f,2024,P1Y,GRID_250,250mN105100E174600,250mN105100E174600,"MULTIPOLYGON (((28.49073109156936 -16.292327328563754, 28.492893694632375 -16.29300448742157, 28.493651390885965 -16.290578396661687, 28.491488765923155 -16.28990128681115, 28.49073109156936 -16.292327328563754)))",10,21,11,17,9,8,17,9,8,0,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d80,2024,P1Y,GRID_250,250mN105125E163875,250mN105125E163875,"MULTIPOLYGON (((28.161588096318056 -17.330772726234002, 28.163741161361337 -17.3314705800269, 28.164527925797394 -17.32905854676994, 28.162374838285814 -17.32836074019335, 28.161588096318056 -17.330772726234002)))",9,16,8,11,6,5,7,3,4,4,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d81,2024,P1Y,GRID_250,250mN105125E169450,250mN105125E169450,"MULTIPOLYGON (((28.33536043192059 -16.792081917677486, 28.337518475318124 -16.792769138400267, 28.338290172795823 -16.790349745065622, 28.336132107220447 -16.78966257249386, 28.33536043192059 -16.792081917677486)))",31,45,15,37,24,13,33,21,13,4,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d82,2024,P1Y,GRID_250,250mN105125E169975,250mN105125E169975,"MULTIPOLYGON (((28.351551390558647 -16.741268767550824, 28.35370989941269 -16.741954976224374, 28.354480174490483 -16.739534892767022, 28.352321643486427 -16.73884873233228, 28.351551390558647 -16.741268767550824)))",5,11,6,11,5,6,8,4,4,3,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d83,2024,P1Y,GRID_250,250mN105125E170000,250mN105125E170000,"MULTIPOLYGON (((28.352321643486427 -16.73884873233228, 28.354480174490483 -16.739534892767022, 28.35525038181975 -16.73711477645986, 28.353091828667 -16.73642866426809, 28.352321643486427 -16.73884873233228)))",16,34,17,26,14,12,26,14,12,0,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d84,2024,P1Y,GRID_250,250mN105125E170025,250mN105125E170025,"MULTIPOLYGON (((28.353091828667 -16.73642866426809, 28.35525038181975 -16.73711477645986, 28.356020521399163 -16.734694627304084, 28.35386194609904 -16.734008563359488, 28.353091828667 -16.73642866426809)))",27,55,28,44,23,22,40,20,20,5,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d85,2024,P1Y,GRID_250,250mN105125E170050,250mN105125E170050,"MULTIPOLYGON (((28.35386194609904 -16.734008563359488, 28.356020521399163 -16.734694627304084, 28.356790593227302 -16.73227444530091, 28.354631995781148 -16.73158842960765, 28.35386194609904 -16.734008563359488)))",34,55,21,44,28,16,39,28,11,5,11
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d86,2024,P1Y,GRID_250,250mN105125E170100,250mN105125E170100,"MULTIPOLYGON (((28.35540197771193 -16.729168263013797, 28.357560597302808 -16.729854230451526, 28.358330533624297 -16.727433982757166, 28.35617189189004 -16.726748063579116, 28.35540197771193 -16.729168263013797)))",6,11,5,8,3,5,5,,,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d87,2024,P1Y,GRID_250,250mN105125E170225,250mN105125E170225,"MULTIPOLYGON (((28.359250871047944 -16.717066937456305, 28.361409601342455 -16.71775266355376, 28.362179198873154 -16.715332251652455, 28.36002044644191 -16.714646573835594, 28.359250871047944 -16.717066937456305)))",11,23,12,17,9,9,10,4,6,8,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d88,2024,P1Y,GRID_250,250mN105125E170250,250mN105125E170250,"MULTIPOLYGON (((28.36002044644191 -16.714646573835594, 28.362179198873154 -16.715332251652455, 28.362948728641577 -16.712911806913375, 28.360789954074896 -16.712226177381293, 28.36002044644191 -16.714646573835594)))",40,79,39,59,32,27,47,26,22,12,20
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d89,2024,P1Y,GRID_250,250mN105125E170275,250mN105125E170275,"MULTIPOLYGON (((28.360789954074896 -16.712226177381293, 28.362948728641577 -16.712911806913375, 28.36371819064631 -16.71049132933773, 28.361559393945548 -16.709805748094595, 28.360789954074896 -16.712226177381293)))",16,30,14,24,13,12,21,11,10,4,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d8a,2024,P1Y,GRID_250,250mN105125E170300,250mN105125E170300,"MULTIPOLYGON (((28.361559393945548 -16.709805748094595, 28.36371819064631 -16.71049132933773, 28.36448758488601 -16.708070818926732, 28.362328766052478 -16.70738528597672, 28.361559393945548 -16.709805748094595)))",25,44,20,30,20,11,23,16,7,7,14
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d8b,2024,P1Y,GRID_250,250mN105125E170400,250mN105125E170400,"MULTIPOLYGON (((28.364636475777147 -16.700123702648067, 28.366795361000985 -16.70080909069362, 28.36756448416667 -16.698388448953242, 28.365405576815387 -16.69770310921753, 28.364636475777147 -16.700123702648067)))",8,13,5,13,8,5,8,,,5,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_2d8c,2024,P1Y,GRID_250,250mN105125E170425,250mN105125E170425,"MULTIPOLYGON (((28.365405576815387 -16.69770310921753, 28.36756448416667 -16.698388448953242, 28.368333539560435 -16.695967774383554, 28.366174610083036 -16.695282482961854, 28.365405576815387 -16.69770310921753)))",11,24,13,26,12,14,22,10,12,5,3
